"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030879","BP","GO:0030879","mammary gland development","78/6139","142/18860",0.549295774647887,1.68752538033216,5.71282218173178,2.91529299801785e-08,1.0732659597905e-06,6.52415433325807e-07,"FOXF1/CAV1/TBX2/NME1/NOTCH4/HOXA5/CDO1/TBX3/SOSTDC1/TGFBR2/FGFR2/FGF2/NCOA1/CAD/KDM5B/PTCH1/MTX1/STAT5B/SOCS2/ID2/NR3C1/DDR1/TFAP2C/ELF3/STAT5A/PERP/SCRIB/LBH/CDKN2A/HIF1A/JAK2/AR/ERBB4/TGFA/ABCB1/ITGA2/ETV5/IRF6/EGF/BRCA2/BCL2L11/VDR/RTN4/MSX2/SOX9/LEF1/XBP1/WNT2/VEGFA/OAS2/MSX1/NCOR2/WNT3/IRS2/CAPN1/TNFSF11/PPARA/ATP2C2/STAT6/GATA3/SLC22A4/XDH/CREB1/PML/NRG1/IGFBP5/DEAF1/BAX/ATP7B/ELF5/WNT5A/CEBPB/FASN/NFKB1/MAPK1/WNT7B/SRC/CCND1",78
"GO:2001251","BP","GO:2001251","negative regulation of chromosome organization","58/6139","97/18860",0.597938144329897,1.83696260010781,5.74100996040871,3.07232583387016e-08,1.12457719746661e-06,6.83606437808496e-07,"H3-3B/ZWINT/CDC20/CCNB1/CENPF/KNTC1/MAD2L1/BIRC5/PARP1/HNRNPC/BUB1B/CDCA8/TEX14/SMARCA5/BUB1/TTK/DUSP1/ZNF207/NAT10/NDC80/AURKB/TRIP13/SPDL1/PLK1/ESPL1/BUB3/TINF2/SPC25/APC/ZWILCH/FBXO5/HNRNPU/MAD2L1BP/WAPL/RAD50/SLX1B/SLX1A/LCMT1/SKA1/NAA10/HNRNPA1/KLHL22/IK/TPR/SMG6/RAD21/TP53/PML/TERF2IP/GNL3L/ANAPC15/POT1/ERCC1/MAD1L1/DYNC1LI1/RTEL1/ZW10/SRC",58
"GO:0050900","BP","GO:0050900","leukocyte migration","181/6139","397/18860",0.455919395465995,1.40065805481164,5.60486965675181,3.09638189781567e-08,1.12690607469646e-06,6.85022112491191e-07,"EDNRB/AGER/JAM2/PECAM1/VEGFD/S1PR1/SLIT2/EMP2/LYVE1/MIF/CD34/MDK/SELP/GREM1/GAS6/SFTPD/PIK3R1/PLA2G1B/IL33/PAFAH1B1/FYN/JAM3/STK39/PTGER4/CSF3R/C5AR1/NEDD9/STAT5B/SELPLG/DAPK2/CCL23/PDGFB/ALOX5/CD81/STK10/FLT1/P4HB/PTN/F2RL1/RIN3/FADD/CXCL13/SIRPA/CXCL3/CXCL12/EDN1/PERP/DUSP1/ITGAL/PPBP/GDF15/MMP28/IL6R/HCK/CX3CR1/CRK/MMP14/NCKAP1L/BMP5/PF4/CKLF/PPIA/AIMP1/PTPRO/PIP5K1C/THY1/NF1/CX3CL1/MSN/MPP1/NUP85/CD69/ADAM8/SRP54/ITGA2/FPR2/CALR/DEFA1/DEFA1B/MIA3/ITGA1/KLRK1/KLRC4-KLRK1/SPI1/RAC3/ITGA7/PODXL2/SELE/PPIB/C1QBP/CRTAM/IL16/RTN4/GOLPH3/IL1R1/FCER1G/SWAP70/NBL1/MICOS10-NBL1/PDE4B/RARRES2/TNFRSF14/RPS19/C3/IL6/IL17RA/VEGFA/VEGFC/RHOA/BCR/ZAP70/CXCL10/CXCR2/VCAM1/TNFSF14/DNM1L/CYP7B1/ITGA6/ITGA4/EDN2/ICAM1/BST1/ANXA1/PYCARD/TNFSF11/CCL19/CD74/PTK2B/S100A12/PGF/ROCK1/FUT9/MYD88/ADTRP/WNK1/CD47/ARTN/ADORA1/DPP4/GBA1/CCL7/AIF1/LRP12/CCL4/GPSM3/GATA3/LYST/CD9/ECM1/KIT/CXCL9/SLC12A2/IL1B/LYN/TNFAIP6/MAPK3/CCR1/S100A8/ADAM17/B4GALT1/CCN3/THBS1/WASL/CREB3/TRPM2/C3AR1/ARHGEF5/CD200/CXCR1/PIKFYVE/RABGEF1/PIK3CD/TREM1/WNT5A/CMKLR1/GCNT1/CCL5/RIPOR2/MAPK1/FER/SRC",181
"GO:0001952","BP","GO:0001952","regulation of cell-matrix adhesion","73/6139","131/18860",0.557251908396947,1.71196790883962,5.68049644491276,3.60737605761026e-08,1.30541921084771e-06,7.93536431811636e-07,"FAM107A/CD36/TEK/GPM6B/ARHGAP6/PPM1F/EMP2/MACF1/DLC1/LIMCH1/GREM1/PLPP3/ACVRL1/FERMT2/PIK3R1/RRAS/MMP12/GFUS/TSC1/CDH13/MINK1/PLAU/FERMT1/SLK/DUSP3/DDR1/FUT1/EFEMP2/POSTN/CASK/POLDIP2/CLASP2/RHOD/CDKN2A/MMP14/TLN1/VCL/ROCK2/THY1/JAG1/NF1/CX3CL1/JUP/SEMA3E/RIN2/EPHA1/DUSP22/ADAM15/MYOC/LEF1/SLC9A1/VEGFA/RHOA/BCL6/MAP4K4/RNF7/BST1/PTEN/EFNA5/UTRN/CUL5/PTK2B/ROCK1/CIB1/ACTG1/DMTN/THBS1/SMAD3/KDR/BCL2/NF2/PEAK1/SRC",73
"GO:0007163","BP","GO:0007163","establishment or maintenance of cell polarity","117/6139","236/18860",0.495762711864407,1.5230631610625,5.6172166531585,3.7097835085555e-08,1.33489328621412e-06,8.11453092147911e-07,"CDH5/TEK/FOXF1/FEZ1/KCNJ8/PARVA/DST/PAFAH1B1/JAM3/MAP4/MAD2L1/AQP1/PDLIM1/KIF2C/PAK1/FERMT1/FRMD4B/CENPA/SPAG5/CKAP5/SPINT2/DLG3/GPSM2/ILK/KANK1/AMOTL2/HTT/FRMD4A/NDC80/DLG5/CLASP2/SPDL1/KIF26B/PLK1/RAB11FIP2/CLIC4/SCRIB/UST/CRK/PRKCZ/NCKAP1L/NDEL1/PARD3/CYRIB/PKD1/GSN/PARVB/ARFGEF1/DOCK2/ROCK2/SIPA1L3/MSN/WWC1/TRAF3IP2/RUFY3/RHOBTB2/PTK7/ARF4/FAT1/CYTH1/DCTN1/RAC3/ACTR3/CRTAM/ARF6/KAT5/LMNA/GOLPH3/KIF20B/NSFL1C/SLC9A1/RPGRIP1L/NHERF1/RHOA/SPRY2/RHOQ/MAP7/MARK2/ANKRD6/MTCL1/MYO9A/SKA1/SNX27/PLEKHG3/ACTR2/RHOBTB1/CCL19/NUMA1/SPRY1/MAP1B/ROCK1/IFT20/GJA1/FSCN1/CTNNA1/DLG1/WEE1/CCL4/GATA3/FAM89B/SFRP5/MISP/MAPRE1/DLG4/NCKAP1/WNT11/WNT5A/ACTB/KIF25/BCCIP/RHOG/CDC42BPB/RIPOR2/WNT7B/ZW10/CYP26B1/INPPL1",117
"GO:0010212","BP","GO:0010212","response to ionizing radiation","79/6139","145/18860",0.544827586206897,1.67379838342761,5.65804726064317,3.84626842378568e-08,1.37544895546185e-06,8.36106016509028e-07,"CRYAB/THBD/ECT2/CCND2/NET1/MIR21/PARP1/H2AX/BRCC3/RAD51AP1/PRKDC/INTS7/RAD54B/RHOB/CASP3/CHEK2/XRCC4/KDM1A/BRCA1/POLB/BAK1/RAD1/MSH2/RRM1/TMEM109/EGR1/RAD51/HUS1/ALAD/TOPBP1/BRCA2/MEN1/BARD1/KAT5/NIPBL/XRCC5/NABP2/TOP1/SMPD1/RAD54L/CXCL10/KARS1/PAXIP1/TREX1/VCAM1/DNMT3A/RFWD3/MTA1/LCN2/PRKAA1/ELK1/TLK2/DCLRE1C/PTPRC/GADD45A/ATR/HSF1/CLK2/ZMPSTE24/MAPK14/BCL2L1/CCL7/BLM/GATA3/UIMC1/MDM2/CDKN1A/NHEJ1/SPIDR/TP53BP1/TP53/PML/EEF1D/BAX/BCL2/XRCC6/ERCC8/ERCC1/CCND1",79
"GO:0032355","BP","GO:0032355","response to estradiol","65/6139","113/18860",0.575221238938053,1.76717259592306,5.68216621722016,3.86568320030887e-08,1.37544895546185e-06,8.36106016509028e-07,"CAT/CRYAB/RAMP3/GHR/GRIA1/COL1A1/NCOA1/SRD5A1/SLC6A4/GPER1/PTCH1/STAT5B/SOCS2/CCNA2/GPI/FOXA1/POSTN/DUSP1/EZH2/KIF18A/CFLAR/TXNIP/NR2F2/CASP3/HNRNPD/HPGD/PCNA/ALDH1A2/CD4/RGS9/STXBP1/PTGFR/H2AZ1/ABCB1/ITGA2/CALR/PENK/AIFM1/ENO2/PRKCA/KAT5/MSX2/RUVBL2/CASP8/IGFBP2/NCOR2/DNMT3A/DDX18/CD38/MAP1B/MMP15/HSF1/ARNT2/NRIP1/STRN3/UCN/ITGAM/RARA/MBD3/ARPC1B/EGFR/STAT3/POU4F1/MBD4/CCND1",65
"GO:0006606","BP","GO:0006606","protein import into nucleus","93/6139","178/18860",0.52247191011236,1.60511813401517,5.63489730955287,3.90133375461184e-08,1.38042192684016e-06,8.39128979500722e-07,"CD36/ANGPT1/PIK3R1/KPNA2/IL33/PKIG/NPM1/MMP12/HYAL2/NOTCH1/ECT2/CDH1/CDK1/IPO4/FERMT1/NFKBIA/CRY2/E2F3/KPNA1/NUP155/TXNIP/NR4A1/KPNB1/NUP214/INSIG1/SEC13/EPM2A/JAK2/NUP50/RAN/DDX56/UBR5/NUP62/ELAVL1/NF1/NUP85/TRAF3IP2/JUP/NUP107/RGPD5/RGPD8/RGPD6/NUTF2/ZPR1/PRKD1/LMNA/CSE1L/FAM53C/KPNA6/SUMO1/ADAR/IPO7/XBP1/NUP88/PKIA/KPNA3/TRIM28/FAM53B/ATF2/HSP90AA1/EI24/POLA2/FGF9/HCLS1/RBM22/NUP93/PAQR3/IPO9/POM121/POM121C/KPNA4/MAPK14/TPR/CHP1/CDKN1A/SIX2/PRKCD/TP53/PML/MBTPS2/RANBP2/SQSTM1/SMAD3/IPO5/KCNQ3/NUP98/DRD1/PSEN1/ING1/STAT3/PPP3R1/SPG11/PIK3R2",93
"GO:0032479","BP","GO:0032479","regulation of type I interferon production","75/6139","136/18860",0.551470588235294,1.69420675910045,5.64425331116625,4.27564595848084e-08,1.48863372927716e-06,9.04908620915683e-07,"QKI/GAPDH/KPNA2/IRAK1/MMP12/MIR21/HSPD1/CYLD/SIRPA/ZBTB20/TRIM27/BTK/ITCH/YY1/TYROBP/SIGLEC1/DDX56/TOMM70/IRF8/UAP1/TLR4/ATG12/TRAF3/CUL3/ZC3HAV1/STAT1/XIAP/RNF125/HMGB2/BANF1/RIPK2/OAS1/MAP3K7/TLR7/IRF7/PQBP1/IRF1/OAS3/OAS2/NPLOC4/TREX1/TRIM56/DHX9/POLR3C/PLCG2/HSP90AA1/POLR3D/PYCARD/ISG15/DDX41/KLHL22/MYD88/TRIM21/IKBKE/ILRUN/POLR3G/TRAIP/RNF216/RIOK3/G3BP1/TRAF6/IRF3/TLR8/ATG5/STEEP1/DTX4/TLR3/NMI/SETD2/TRIM38/NMB/RELB/RNF39/ATG9A/XAF1",75
"GO:0032606","BP","GO:0032606","type I interferon production","75/6139","136/18860",0.551470588235294,1.69420675910045,5.64425331116625,4.27564595848084e-08,1.48863372927716e-06,9.04908620915683e-07,"QKI/GAPDH/KPNA2/IRAK1/MMP12/MIR21/HSPD1/CYLD/SIRPA/ZBTB20/TRIM27/BTK/ITCH/YY1/TYROBP/SIGLEC1/DDX56/TOMM70/IRF8/UAP1/TLR4/ATG12/TRAF3/CUL3/ZC3HAV1/STAT1/XIAP/RNF125/HMGB2/BANF1/RIPK2/OAS1/MAP3K7/TLR7/IRF7/PQBP1/IRF1/OAS3/OAS2/NPLOC4/TREX1/TRIM56/DHX9/POLR3C/PLCG2/HSP90AA1/POLR3D/PYCARD/ISG15/DDX41/KLHL22/MYD88/TRIM21/IKBKE/ILRUN/POLR3G/TRAIP/RNF216/RIOK3/G3BP1/TRAF6/IRF3/TLR8/ATG5/STEEP1/DTX4/TLR3/NMI/SETD2/TRIM38/NMB/RELB/RNF39/ATG9A/XAF1",75
"GO:0051651","BP","GO:0051651","maintenance of location in cell","107/6139","212/18860",0.504716981132076,1.55057212317168,5.60032897417972,4.27728014535594e-08,1.48863372927716e-06,9.04908620915683e-07,"CAV1/KDELR2/CAPN3/KDELR3/CALM1/CALM2/PAFAH1B1/FGF2/ATP1A2/VPS13D/PLCE1/GPER1/ASPM/HSPA5/ERO1A/SYNE1/RER1/PLCB4/RYR2/TMED2/ITPR1/GPSM2/PINK1/SRI/SNCA/VPS13A/ANK2/HTT/DMD/MCOLN1/INSIG1/CASQ2/PLCL1/FKBP1B/CDK5/PARK7/P2RY6/PLCL2/APLNR/CD4/KDELR1/THY1/CX3CL1/HSP90B1/DBN1/NOL3/CEMIP/CALR/PKP2/CHD7/ANK3/SUPT7L/PLN/HNRNPU/PRKD1/BARD1/CLIC2/ASPH/CD19/PRKACA/GOLPH3/TRPC1/PTPN6/UVRAG/CXCL10/RANGAP1/MDFI/PLCB2/SRGN/TXN/LIME1/PLCG2/PDE4D/ANXA6/CCL19/POLR2M/SUN2/PTPRC/GSTO1/PTK2B/PKD2/CXCL9/LYN/ARL2BP/SP100/PML/HRC/JPH2/SUN1/SLC25A23/TRPM2/CCDC88A/GPAA1/SORL1/SKP1/ATG5/BAX/ATP7B/ARL2/TMEM38B/DRD1/TSPO/IBTK/PSEN1/PLCH1/FKBP1A/GSTM2",107
"GO:0016032","BP","GO:0016032","viral process","180/6139","396/18860",0.454545454545455,1.39643708628885,5.53868279417257,4.40482191811173e-08,1.52469080415509e-06,9.26826945927627e-07,"AGTR1/CAV1/ADARB1/CAV2/RCC1/TOP2A/SRPK1/GAS6/MYH10/STOM/LAMP3/JPT2/N4BP1/KPNA2/MVB12B/HYAL2/NOTCH1/LDLR/MCTS1/CDK1/OAZ1/SLC52A2/SELPLG/EFNB2/EPS15/MRC1/EIF3B/FUT8/TMPRSS4/SLPI/CD81/ZFP36/P4HB/INPP5K/PHB1/CALCOCO2/MID2/TRIM27/WWP2/ITGA5/SMARCB1/ITCH/SLC7A1/ST6GALNAC2/APOBEC3B/DENR/ILF3/SIGLEC1/HACD3/LRRC15/CD46/MGAT2/RAN/OASL/DDX56/PABPC1/PPIA/CD4/LAMP1/PCSK5/AXL/ATG12/CSDE1/LARP1/JUN/HLA-DRB1/PCBP2/ITGAV/ITGA2/CD55/IDE/SPCS3/CANX/HEXIM1/TFRC/NR5A2/ZC3HAV1/STAT1/NMT2/BANF1/SRPK2/CSNK2B/PC/OAS1/UVRAG/MOGS/DDB1/KPNA6/SMPD1/ADAR/IRF7/TNFRSF14/CHMP3/HMGA2/PPIH/HSP90AB1/PTBP1/TMEM39A/OAS3/OAS2/SMC6/KPNA3/VAPB/TRIM28/GALNT1/RAB7A/TARBP2/SPCS1/DHX9/CLDN1/SLC1A5/RAB1A/ICAM1/OAZ3/MGAT1/LAMTOR5/CHMP1B/PTX3/CR2/ISG15/PRMT1/CSNK1A1/APOBEC3F/CD74/MGAT4B/NEDD4/SMC5/HSPA1B/HSPA1A/CLEC4M/TRIM21/SHFL/TRIM31/PPIE/DPP4/UBP1/SSB/TRIM13/OAZ2/IFIT5/STAU1/HCFC2/TRIM14/CLDN6/SCARB1/TMEM41B/VPS4B/SP100/TP53/CREB3/RPSA/GSK3A/ST3GAL2/ATG5/ATP7B/TMPRSS2/TRIM8/PIKFYVE/IFITM1/PROX1/VPS28/BCL2/ST6GALNAC4/NCAM1/HCFC1/SLC52A1/CCNT2/ITGB5/TRIM38/SIVA1/ACE2/TMEFF1/DDX5/EGFR/APOBEC3G/ST3GAL1/FAM111A/CLEC5A/CCL5/SRC",180
"GO:0034599","BP","GO:0034599","cellular response to oxidative stress","128/6139","264/18860",0.484848484848485,1.48953289204144,5.56444165396951,4.63430146336358e-08,1.59545221730609e-06,9.6984129628741e-07,"CD36/CAT/KLF2/FBLN5/KLF4/PYCR1/ATP2A2/ECT2/FYN/SLC1A1/CDK1/FOXO1/STX2/NET1/MIR21/KAT2B/PARP1/AQP1/TRAP1/FUT8/FOXO3/SOD3/DAPK1/ALOX5/EIF2S1/SIRPA/PINK1/EDN1/SNCA/CHCHD2/MSRA/DDR2/ALDH3B1/NQO1/PPIF/EZH2/MAPK13/BTK/CA3/IL18RAP/HGF/EDNRA/DHFR/RHOB/GPR37/CDKN2A/PCNA/PARK7/HIF1A/TRPC6/BNIP3/KDM6B/PPIA/MGAT3/SLC7A11/MEAK7/PLEKHA1/PEX13/STK26/STAU2/PEX10/ETV5/PENK/AIFM1/SETX/TNFAIP3/PRDX3/CUL3/PXN/CAMKK2/PRKD1/OGG1/VRK2/SUMO4/PRDX2/MB/NR4A2/LONP1/GSR/XBP1/FOS/PAWR/IL6/HDAC2/TREX1/PYROXD1/LCN2/PDGFRA/TXN/MMP3/ATF2/ARNT/PRKAA1/PDCD10/NFE2L2/BECN1/PEX14/ATP13A2/HSPA1B/HSPA1A/HSF1/MET/PKD2/GPX7/CBX8/AIF1/MDM2/OSER1/STAU1/STK24/ANKZF1/PCGF2/USP25/PRKCD/TP53/G6PD/PML/TRPM2/PRR5L/CYP1B1/ZNF277/SOD1/PDK2/ABCD1/ARL6IP5/MAPK7/FER/SRC",128
"GO:0010563","BP","GO:0010563","negative regulation of phosphorus metabolic process","91/6139","174/18860",0.522988505747126,1.60670519928177,5.5852380657249,5.11579874087507e-08,1.74238086527451e-06,1.0591560804356e-06,"RASIP1/ADARB1/SLIT2/HEG1/PID1/CBFA2T3/FBLN1/NPM1/IGFBP3/RASSF2/CDKN1C/PARP1/PDGFB/GPRC5A/PTPN1/PGK1/INPP5K/CEACAM1/DUSP1/SFN/PRKDC/MTCH2/FBP1/CEP43/CDKN2A/EPM2A/PARD3/PPIA/RTRAF/THY1/PRKG1/PTK6/APC/GMPPA/PTPN13/STK38/PRDX3/MEN1/HNRNPU/HDAC4/CDK5RAP3/APOC1/PRKACA/DEPTOR/DNAJA1/PDGFA/ADAR/PKIA/DUSP7/ZGPAT/PAK2/TARBP2/NIBAN1/RGS14/ALDOB/PTEN/PYCARD/PTPN2/DDIT4/PTPRC/GADD45A/CDK5RAP1/WARS1/PAQR3/CIB1/NCOR1/AGT/IQGAP1/DBNDD2/HIPK3/NUPR1/PPARA/CEP85/CHP1/LYN/CDKN1A/NT5DC2/TP53/NPRL2/DMTN/TERF2IP/GSK3A/URI1/PRR5L/DNAJC3/CADM4/IER3/TSPO/IBTK/ANKLE2/STAT3",91
"GO:0045936","BP","GO:0045936","negative regulation of phosphate metabolic process","91/6139","174/18860",0.522988505747126,1.60670519928177,5.5852380657249,5.11579874087507e-08,1.74238086527451e-06,1.0591560804356e-06,"RASIP1/ADARB1/SLIT2/HEG1/PID1/CBFA2T3/FBLN1/NPM1/IGFBP3/RASSF2/CDKN1C/PARP1/PDGFB/GPRC5A/PTPN1/PGK1/INPP5K/CEACAM1/DUSP1/SFN/PRKDC/MTCH2/FBP1/CEP43/CDKN2A/EPM2A/PARD3/PPIA/RTRAF/THY1/PRKG1/PTK6/APC/GMPPA/PTPN13/STK38/PRDX3/MEN1/HNRNPU/HDAC4/CDK5RAP3/APOC1/PRKACA/DEPTOR/DNAJA1/PDGFA/ADAR/PKIA/DUSP7/ZGPAT/PAK2/TARBP2/NIBAN1/RGS14/ALDOB/PTEN/PYCARD/PTPN2/DDIT4/PTPRC/GADD45A/CDK5RAP1/WARS1/PAQR3/CIB1/NCOR1/AGT/IQGAP1/DBNDD2/HIPK3/NUPR1/PPARA/CEP85/CHP1/LYN/CDKN1A/NT5DC2/TP53/NPRL2/DMTN/TERF2IP/GSK3A/URI1/PRR5L/DNAJC3/CADM4/IER3/TSPO/IBTK/ANKLE2/STAT3",91
"GO:0009060","BP","GO:0009060","aerobic respiration","141/6139","297/18860",0.474747474747475,1.45850095679058,5.53276098658423,5.17422004669569e-08,1.74982775573559e-06,1.06368288595177e-06,"CAT/LDHA/COX7A1/GAPDH/ENO1/CBFA2T3/PDK4/CCNB1/TPI1/PFKP/GPD1/CDK1/ALDOA/KAT2B/SHMT2/PKM/GPI/IDH2/AK4/CYCS/MTFR1/PGK1/FOXK2/ZBTB20/PINK1/NDUFS8/SNCA/CHCHD2/HK3/SDHC/EIF6/PPIF/MTCH2/FBP1/UQCRH/ATP5PD/UQCRQ/MDH2/PDK1/PARK7/HIF1A/NDUFAB1/ATP5MF/BCKDK/CYC1/RAN/ADSL/ZBTB7A/NDUFA6/FH/DLAT/COX5B/TPK1/NDUFS5/GPR87/MSH2/NDUFS6/MLST8/DHTKD1/COQ9/PGAM1/IDE/NDUFS1/ENO2/SDHA/NDUFS2/COX6A1/COX5A/COX6B1/HDAC4/NDUFB11/NOP53/COX6C/STOML2/TEFM/PRKACA/ATP5F1C/ISCU/ATP5F1E/IDH1/PFKFB2/RHOA/NDUFB4/NDUFB3/BID/TREX1/DGUOK/COX7B/NDUFA1/UQCRC1/ANTKMT/LIPA/OXA1L/UCHL1/ARNT/ALDOB/PRKAA1/NDUFV2/DDIT4/ALDOC/MPC2/MACROH2A1/NCOR1/PGM1/NDUFB5/COX4I1/SLC4A4/NNT/PDP1/NUPR1/PPARA/NDUFC2/SLC2A6/PDHA1/UCN/COX7A2L/NDUFA10/SLC25A23/MDH1/BPGM/COX10/UQCR10/ARL2/PDK2/PRKAG1/ATP5ME/NDUFA9/ENO3/IER3/PSEN1/NDUFS3/ABCD1/STAT3/NDUFA13/IDH3A/HKDC1/SDHB/NDUFA3/OGT/SRC/UQCR11",141
"GO:0071248","BP","GO:0071248","cellular response to metal ion","96/6139","186/18860",0.516129032258065,1.58563178830218,5.57583556765022,5.19261180458511e-08,1.74982775573559e-06,1.06368288595177e-06,"FABP4/KCNK3/MT1M/SLC39A8/CAPN3/MEF2A/CCNB1/ECT2/SLC1A1/CDH1/STK39/TFAP2A/PARP1/AQP1/JUND/ADD1/ID2/FOSB/SLC11A1/ITPKB/EIF2S1/CACYBP/EDN1/SNCA/RASGRP2/PPIF/BMP6/MCOLN1/FBP1/NEK7/CLIC4/TUBA1A/CEBPA/ALOX5AP/XRCC4/MT1E/BNIP3/BACE1/ITPKA/TFR2/RASA4/MEF2C/HSP90B1/JUN/CALR/ALAD/ABCB6/ANK3/ASPH/MT1HL1/SYT1/SMPD1/SUMO1/FOS/RASAL1/CYP1A2/MT2A/MT1H/MT1X/CLDN1/CPNE7/ABCC9/PLCG2/PRKAA1/NFE2L2/HSD17B1/BECN1/HFE/MT1G/ATP13A2/HSF1/B2M/PKD2/IQGAP1/MTF1/INHBB/SLC12A2/PRNP/MT1F/JUNB/CREB1/DLG4/SLC25A23/TRPM2/GSK3A/SOD1/KCNQ3/MT4/EIF2AK3/TSPO/WNT5A/CYBB/ADCY7/NPTX1/AQP2/CARF",96
"GO:0042692","BP","GO:0042692","muscle cell differentiation","197/6139","441/18860",0.44671201814059,1.37237150384941,5.49680372869195,5.24485693769905e-08,1.75813125453712e-06,1.06873040536604e-06,"EDNRB/FOXF1/RAMP2/TBX2/NOTCH4/CAV2/KCNJ8/TMEM204/ENG/QKI/GATA6/TBX3/MYH11/GREM1/MEIS1/LMOD1/PIAS1/MYH10/CACNA2D2/CAPN3/TTN/TBX5/ATP2A2/H3-3B/MEF2A/FGFR2/NOTCH1/AKAP13/CCNB1/NEBL/TSC1/FHL2/EHD2/ITGA8/RCAN1/MYL9/CDK1/GPER1/ZEB1/MIR21/EFNB2/CSRP1/SYNE1/PDGFB/ADGRB3/HEY1/NFATC1/PAK1/ID2/EHD1/CD81/LAMB2/BMP2/MECP2/TMOD1/LAMA2/CACYBP/EDN1/EFEMP2/PPP3CB/KRT19/ANK2/CEACAM5/PPIF/EZH2/CFLAR/DMD/SDC1/SIX1/HEY2/BDNF/GDF15/EDNRA/KAT2A/YY1/COMP/SMYD3/SETD3/NFATC3/CASP3/NOX4/MMP14/ADAM12/MYOM2/TOMM70/KDM6B/APLNR/LDB3/KDM1A/NACA/DOCK2/LAMC1/PRKG1/MEF2C/TNNT1/PDGFRB/ACTN2/SRF/CALR/ARRB2/SEMA4C/PIEZO1/BCL9/HNRNPU/HDAC4/PRKD1/LMNA/ANKRD1/BIN3/RGS2/NID1/DNMT1/BMPR2/CHRNB1/SOX9/SIK1/PARP2/SLC9A1/XBP1/PTBP1/VEGFA/CXCL10/MSX1/TNFSF14/ATP11A/TARBP2/BNIP2/PDGFRA/UCHL1/DMPK/LOX/FGF9/SGCD/BHLHE41/EREG/HOPX/LAMB1/HIRA/RORA/PDLIM5/ACTG1/CAMK1/IFT20/DKK1/ZMPSTE24/MAPK14/IL4R/PPARA/HDAC5/RBM38/CD9/KIT/MDM2/CXCL9/MAPK11/CD53/LARGE1/NEO1/SPAG9/ZNHIT1/SORBS2/MYOZ1/ASF1A/RARA/G6PD/GLMN/FLOT1/CCN3/SHOX2/NRG1/ACVR1/IGFBP5/RXRB/MRTFB/WNT5B/GSK3A/FRS2/ATG5/DYRK1B/POPDC2/PROX1/PITX2/MED28/BCL2/CCNT2/AFG3L2/BMPR1A/CTH/KRAS/MAPK12/ACTN4/SPG11/FHOD3/RIPOR2/CASP7/CYP26B1/CDH2",197
"GO:0031669","BP","GO:0031669","cellular response to nutrient levels","135/6139","282/18860",0.478723404255319,1.47071565470847,5.53262503410174,5.30482431490957e-08,1.76892283045335e-06,1.07529037366974e-06,"FAM107A/CAV1/SESN1/LPL/KANK2/RIPOR1/GAS6/PRKCH/PDK4/TSC1/COL1A1/NCOA1/SRD5A1/SLC39A4/FOXO1/HSPA5/SLC2A1/KAT2B/GABARAPL3/GABARAPL1/RXRA/PAK1/FOXO3/SAR1B/PAK6/SLC7A5/PIK3C2B/EIF2S1/PPM1D/POSTN/SH3GLB1/PMAIP1/TBL2/YWHAZ/WDR45B/KLF10/SEC13/FOLR1/PRR5/SREBF2/CD68/ASNS/GAS2L1/DRAM1/RPS6KB1/CYP27B1/UBR5/ATF3/MLST8/SAR1A/SRF/STK26/DSC2/TNC/PENK/RHEB/CUL3/VDR/FAS/PRKD1/KAT5/UBE2D1/MIOS/NMT1/COMT/PRKACA/DEPTOR/BMPR2/TFEB/ZDHHC3/PLIN3/GLUL/CYP24A1/XBP1/FOS/TRIM24/RRAGA/PPARD/USP7/PAK2/LCN2/UBE2W/ATF2/YME1L1/UBE2N/MAP1LC3C/PRKAA1/NFE2L2/NUAK2/HNRNPA1/GCN1/PRMT1/CSNK1A1/LARS1/BECN1/MTMR3/KLHL22/EHMT2/INHBB/PPARA/GBA1/MDM2/STK24/GABARAPL2/MAP1LC3B/CDKN1A/MAPK3/EIF4G1/TP53/USP4/NPRL2/RRAGB/DEPDC5/RXRB/MN1/ATG5/FES/UPP1/PRKACB/PDK2/PRKAG1/BCL2/OTUB1/EIF2AK3/FOLR2/RRAGD/UBE3A/SP1/SUV39H1/MAT2A/WIPI1/MAPK1/OGT/SRC/VPS41",135
