"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006261","BP","GO:0006261","DNA-templated DNA replication","104/6139","171/18860",0.608187134502924,1.86844915405199,7.92495747117685,2.51857767498559e-14,1.3367351009986e-11,8.12572691982194e-12,"AGER/DACH1/MCM4/CDK1/RFC4/FEN1/MCM2/PARP1/GINS1/DONSON/GMNN/TK1/MCM6/DBF4/CDT1/REV3L/POLD2/CCNE1/CENPX/DNAJA3/CCNE2/CDC45/TIMELESS/E2F8/CDC6/PRKDC/HLTF/PURA/TIPIN/CDC7/ORC5/PCNA/ORC6/MCM5/MCM7/DNA2/RFC5/WDHD1/RFC2/BRCA1/POLB/MCM10/POLE2/RBBP8/FGFR1/PRIM1/RRM1/DDX11/FBXO5/PNKP/RAD51/SAMHD1/ORC4/TOPBP1/BRCA2/SMARCAL1/SSBP1/ZPR1/NOC3L/PRIM2/BARD1/CENPS/LIG3/BAZ1A/MCM3/RFC3/ORC2/CDK2AP1/CDC34/RAD50/LIG1/BCL6/RPA4/RFWD3/RECQL5/POLQ/RFC1/POLA2/POLG2/ATR/GINS4/MCMBP/ORC1/ZMPSTE24/TWNK/ATAD5/BLM/SENP2/TRAIP/MRE11/EXO1/TP53BP1/ASF1A/CDK2/CARM1/POLE/ZNF365/WDR18/POLD1/FAM111A/FZR1/POLRMT/RTEL1/POLD4",104
"GO:0034504","BP","GO:0034504","protein localization to nucleus","179/6139","345/18860",0.518840579710145,1.59396210023348,7.73488647990627,5.6800534411017e-14,2.78278925895205e-11,1.69159810173053e-11,"CD36/CLDN18/ANGPT1/ZBTB16/FERMT2/PIK3R1/KPNA2/IL33/PKIG/NPM1/LMNB1/MMP12/HYAL2/NOTCH1/ECT2/FYN/COL1A1/CDH1/CCT3/CDK1/UTP25/IPO4/PARP1/CCT5/SYNE1/HDGF/WWTR1/CCT6A/FERMT1/DKC1/NFKBIA/CRY2/BYSL/E2F3/HEATR1/LMNB2/EDN1/PPP3CB/KPNA1/YWHAZ/NUP155/MCOLN1/RRS1/SIX1/TXNIP/MAGED1/NR4A1/PLK1/KPNB1/NUP214/INSIG1/TMEM147/SEC13/CDKN2A/CDK5/PARK7/EPM2A/JAK2/NUP50/CCT2/RAN/DDX56/CD2AP/ZBTB7A/XPA/TCF7L2/UBR5/NUP62/HHEX/ELAVL1/NF1/NUP85/TRAF3IP2/JUP/CALR/XPO1/IFNAR2/NUP107/RGPD5/RGPD8/RGPD6/TFRC/SRSF1/NUTF2/CCT4/NVL/SUPT7L/DCLK1/ZPR1/HNRNPU/PRKD1/BARD1/CDK5RAP3/LMNA/NOP53/CSE1L/JAK1/SUMO4/GLUL/SOX9/FAM53C/KPNA6/INTS13/SUMO1/ADAR/IPO7/XBP1/NUP88/PKIA/CCT8/MSX1/KPNA3/TRIM28/RANGAP1/TXN/FAM53B/ATF2/HSP90AA1/PRKAA1/EI24/CCT7/NUAK2/LAMTOR5/POLA2/FGF9/NMD3/SUN2/PIN1/HCLS1/RBM22/NUP93/ATP13A2/PAQR3/IPO9/POM121/POM121C/KPNA4/MAPK14/CTNNA1/TPR/ILRUN/CHP1/MDM2/ARL2BP/CDKN1A/SIX2/PRKCD/MARK3/SP100/TP53/PML/SUN1/LILRB4/MBTPS2/TOR1AIP2/SKP1/RANBP2/ARL2/SQSTM1/SMAD3/TRIM8/PIKFYVE/IPO5/KCNQ3/NUP98/DRD1/LIMK2/EIF2AK3/PSEN1/ING1/STAT3/PPP3R1/TOR1AIP1/NF2/SPG11/TCP1/RRP7A/SRC/PIK3R2",179
"GO:0048193","BP","GO:0048193","Golgi vesicle transport","168/6139","319/18860",0.526645768025078,1.61794089997605,7.73255871274069,6.15556322717288e-14,2.80034158527601e-11,1.70226778567984e-11,"SPTBN1/KDELR2/MACF1/PLPP3/SNX1/KDELR3/CSNK1D/TMED3/KIF1C/YKT6/HYOU1/SEC24A/RER1/EPS15/NSF/VAMP3/GGA2/TMED10/SAR1B/TMED2/VAMP2/BICD2/GOLT1B/P4HB/GOSR2/COPB2/GOLGA5/TMED9/YIF1A/VPS13A/SEC22B/MYO1B/HTT/KRT18/TFG/NAPG/KLHL12/PREB/INSIG1/LYPLA1/CNIH4/TRAPPC3/SEC13/BET1/SEC24D/COPA/PDCD6/RAB14/VAMP5/ERGIC3/ACSL3/OPTN/LAMP1/PGAP1/AP1G2/KDELR1/RABIF/SNX2/VAMP4/STX6/COPB1/RINT1/SAR1A/COPE/ARF4/MIA3/COG5/COPG1/PEF1/YIPF6/SEC31A/MPPE1/KLHL20/GOLPH3L/RAB2A/DOP1B/CUL3/ANK3/LPAR1/AP3S1/COG8/PRKD1/SNX3/ARF5/CCDC93/SCAMP3/GOLPH3/NAPA/UVRAG/RABGGTA/GAS1/CTAGE9/TRAPPC10/VTI1A/ATP2C1/VAPB/USO1/AP1G1/COG2/AP3S2/LMAN1/ARFGEF2/TRIP11/RAB1A/RAB6B/CTAGE15/CTAGE4/CTAGE8/TRAPPC8/ARL3/ARFGAP2/SEC23A/SEC23IP/LMAN2/SEC23B/ARF3/SNAP23/RAB8A/ARCN1/YIPF5/RAB26/GOSR1/RNF115/AP4M1/SEC31B/CREB3L2/ERGIC2/NRBP1/YIPF4/LAPTM5/ATP9B/RAB11A/GABARAPL2/DNM2/AP3D1/RAB4B/BET1L/ARFGAP3/SCFD1/KIF13A/DOP1A/STX18/SGSM2/EHD3/BBS1/RAB6C/RAB6A/RAB6D/BLZF1/SORL1/STEEP1/STX10/SCAMP1/RAB31/ATP9A/CUX1/AP5Z1/BCAP31/TMED7/GOLGA7/SCAMP2/WIPI1/MIA2/VPS51/TAPBP/SEC22A/ZW10/VPS41",168
"GO:0072594","BP","GO:0072594","establishment of protein localization to organelle","233/6139","478/18860",0.48744769874477,1.49751809713738,7.65374468431132,7.80329743354392e-14,3.31328009028275e-11,2.01407213758418e-11,"CD36/ANGPT1/LAMP3/PIK3R1/KPNA2/IL33/PKIG/MVB12B/NPM1/MMP12/CLU/HYAL2/NOTCH1/ECT2/CDH1/VPS13D/CDK1/HSPA5/IPO4/MTX1/MTX2/NPEPPS/EPS15/CCT6A/FERMT1/SRPRB/SEC61G/NFKBIA/RYR2/HSPD1/CRY2/LONP2/E2F3/ABLIM3/TIMM9/CSNK2A1/NCOA4/TIMM17B/PINK1/SH3GLB1/TIMM17A/KPNA1/VPS13A/NUP155/SNF8/SMURF1/MTCH2/TXNIP/SRP19/NR4A1/KPNB1/HSPA4/NUP214/INSIG1/LYPLA1/SEC13/AGK/CDKN2A/SREBF2/CD68/EPM2A/JAK2/NUP50/TIMM23/RAN/DDX56/TOMM70/SEC61A1/ARIH2/LAMP1/SPCS2/TIMM13/STAM2/TIMM8A/HAX1/UBR5/NUP62/ELAVL1/NF1/PEX13/NUP85/TRAF3IP2/JUP/SRP54/TOMM6/SRP72/FBXO7/SPCS3/TRIM37/SRP9/PEX10/NUP107/RGPD5/RGPD8/RGPD6/TIMM10/PAM16/AIFM1/NUTF2/GOLPH3L/TNFAIP3/BRCA2/TOMM40/IFT122/MOAP1/ZPR1/PRKD1/TIMM8B/KAT5/LMNA/CSE1L/NIPBL/FZD5/NMT1/HGS/HUWE1/GOLPH3/SSR3/MTCH1/DNAJA1/IL10RA/FAM53C/NABP2/LAMP5/RAB8B/RUVBL2/KPNA6/TOMM34/SUMO1/GFER/MICALL2/TOMM20/ADAR/IPO7/XBP1/MAN1A1/NUP88/PKIA/MAIP1/TRAM1/UBL4A/KPNA3/SRPRA/ZFYVE16/TRIM28/SEC61A2/GRPEL1/RAB7A/BID/USP7/SEC62/LMAN1/SPCS1/UBE2L3/FAM53B/ATF2/OXA1L/LEPROT/HSP90AA1/PRKAA1/EI24/KCMF1/POLA2/FGF9/PIN1/BECN1/PEX14/HCLS1/RBM22/NUP93/PAQR3/IPO9/NEDD4/POM121/POM121C/MACROH2A1/AP4M1/TOMM22/KPNA4/MAPK14/SGF29/TIMM22/RAB3GAP1/TPR/LAPTM5/RAB11A/CHP1/AP3D1/BCS1L/SEC63/CDKN1A/SIX2/UBE2D3/RAB3GAP2/PRKCD/SPIDR/TP53/PML/RALA/MBTPS2/GSK3A/PMPCB/SORL1/RANBP2/BAX/UBAP1/PEX3/SQSTM1/SMAD3/MACROH2A2/IPO5/KCNQ3/VPS28/NUP98/POT1/DRD1/HPS4/EDEM1/PEX6/TSPO/PSEN1/CSNK2A2/SEC61B/ING1/BNIP3L/BCAP31/STAT3/PPP3R1/NDUFA13/SPG11/TCP1/VPS41/PIK3R2",233
"GO:0007160","BP","GO:0007160","cell-matrix adhesion","135/6139","246/18860",0.548780487804878,1.68594233588532,7.52285736257543,3.2978514280184e-13,1.31275098406557e-10,7.97993260016556e-11,"FAM107A/CD36/TEK/PECAM1/TNXB/GPM6B/ARHGAP6/SVEP1/PPM1F/EMP2/LYVE1/MACF1/CD34/FBLN5/DLC1/LIMCH1/GREM1/PLPP3/ACVRL1/FERMT2/THSD1/PIK3R1/SORBS1/CORO2B/RRAS/MMP12/GFUS/TSC1/JAM3/STON1/ITGA8/COL13A1/CTTN/CDH13/COL3A1/MINK1/PLAU/ECM2/FERMT1/SLK/DUSP3/DDR1/FUT1/EFEMP2/ILK/POSTN/ITGA10/CASK/ITGAL/ITGA5/POLDIP2/CLASP2/RHOD/CDKN2A/CDK5/CD44/MMP14/SIGLEC1/PIP5K1A/PPFIA1/TIAM1/PKD1/TLN1/VCL/ADAMTS9/ROCK2/COL5A3/THY1/JAG1/NF1/CX3CL1/ITGAV/ACTN2/JUP/SRF/ITGA2/SEMA3E/HPSE/ZYX/ITGA1/RIN2/ITGA7/CCN2/EPHA1/DUSP22/ITGAX/BCL2L11/SGCE/ITGB4/ADAM15/MKLN1/NID1/MYOC/LEF1/MUC4/SLC9A1/ITGB8/TESK2/VEGFA/RHOA/BCR/BCL6/VCAM1/LYPD3/ITGA6/ITGA4/MAP4K4/RNF7/BST1/PTEN/EFNA5/UTRN/FGB/CUL5/PTK2B/ROCK1/CIB1/ACTG1/ARHGEF7/ITGBL1/FN1/ITGAM/COL17A1/DMTN/THBS1/SMAD3/KDR/BCL2/ITGB5/ADAMTS13/ANXA2/TAOK2/NF2/PEAK1/SRC",135
"GO:0007059","BP","GO:0007059","chromosome segregation","213/6139","434/18860",0.490783410138249,1.5077659415552,7.43430576435298,3.93573447891957e-13,1.42027502314275e-10,8.63354824787671e-11,"RCC1/TOP2A/SRPK1/TTN/ZWINT/CDC20/SMARCA2/CCNB1/NUSAP1/ECT2/PTTG1/ARHGEF10/CENPU/MAPRE2/CENPF/CCNB2/CCDC69/CSNK1D/KNTC1/CDK1/TPX2/ASPM/MAD2L1/NEK2/KAT2B/BIRC5/TUBG1/KIF2A/KIF14/BUB1B/KIF2C/CIAO1/UBE2C/FIRRM/AURKA/NR3C1/DLGAP5/KIF4A/P3H4/HJURP/SPAG5/CDCA8/PRC1/KIF11/TACC3/CDT1/CSNK2A1/TEX14/CCNE1/GPSM2/NCAPG2/SMARCA5/CENPX/KIF15/BUB1/TTK/KIF18B/CCNE2/MKI67/UBE2B/STIL/DUSP1/KIF18A/CENPM/CDC6/RRS1/NCAPG/ZNF207/UBE2I/SMARCB1/RACGAP1/NDC80/NDC1/MYBL2/POLDIP2/AURKB/CLASP2/TRIP13/NEK7/SPDL1/PLK1/NCAPH/KPNB1/KIF23/ESPL1/TUBB/ACTL6A/CENPE/CHEK2/CCDC86/BUB3/MIS18A/SAC3D1/OIP5/NDEL1/RAN/NCAPD3/SMARCC1/MTCL2/STAG1/BRCA1/BEX4/SPC25/NUP62/SIRT7/NUP37/APC/ZWILCH/CENPN/FBXO5/MSH5/KIFC1/SMC1A/SENP6/SMARCE1/DSN1/TLK1/CUL3/ACTR3/HNRNPU/AGO4/CENPI/CENPS/KAT5/NIPBL/AKAP8/MAD2L1BP/BCL7C/UVRAG/DDB1/TOP1/WAPL/SMARCA4/PUM2/SMC2/CHMP3/EML4/SMC6/RHOA/PUM1/LCMT1/CDC27/ANAPC1/BCL7A/ITGB3BP/HAUS3/NAA60/SMC4/MTCL1/PTTG3P/SKA1/RECQL5/KIF22/RGS14/PSMC3IP/PTEN/ACTR2/TLK2/CHMP1B/PPP2R1B/NUMA1/BECN1/RMDN1/BRIP1/KLHL22/SMC5/NSL1/HSPA1B/HSPA1A/NCOR1/IK/NUP43/EHMT2/DRG1/TPR/WRAP73/CEP85/NCAPD2/RAB11A/MISP/MRE11/MAPRE1/SMARCC2/SYCP2/RIOK3/CENPQ/RAD21/VPS4B/PHF10/MAP9/RNF4/ANAPC5/WASHC5/SUN1/TUBGCP3/DMC1/ANAPC15/TUBGCP2/C9orf78/ERCC2/TOP3B/CSNK2A2/ACTB/BCL7B/ANAPC2/KIF25/MAD1L1/BCCIP/DYNC1LI1/RIPOR2/PPP2R1A/HAUS6/ZW10",213
"GO:0032970","BP","GO:0032970","regulation of actin filament-based process","200/6139","402/18860",0.497512437810945,1.5284386019082,7.43982570346308,4.01396615113354e-13,1.42027502314275e-10,8.63354824787671e-11,"FAM107A/CAV1/S1PR1/GPM6B/SLIT2/ARHGAP6/PPM1F/RGCC/SEMA5A/TNNC1/SPTBN1/ARAP3/ARHGEF15/KANK3/DLC1/KANK2/SPTAN1/LIMCH1/SYNPO/LMOD1/FERMT2/GMFG/PIK3R1/ARHGEF26/CORO2B/ATP2A2/CYRIA/DIXDC1/AKAP13/RAPGEF3/ECT2/ARHGAP44/TSC1/ARHGEF10/JAM3/ATP1A2/WASF3/TJP1/CTTN/PTGER4/DSG2/MIR21/NEDD9/ZEB2/ODAM/ADD1/PAK1/DAAM2/RYR2/ARHGEF16/WASHC2C/WASHC2A/TMOD1/F2RL1/WASF2/RDX/INPP5K/SORBS3/CXCL12/SRI/ARAP2/EDN1/KANK1/TRIM27/SPTBN2/ANK2/BAIAP2/DSP/CLASP2/ARAP1/FCHSD2/RHOD/HCK/LRP1/CRK/TRIOBP/NCKAP1L/CDC42EP2/TWF1/SPECC1L/PPFIA1/CYRIB/GSN/CD2AP/DSTN/HAX1/PDPN/ARFGEF1/LIMK1/ROCK2/ARHGAP17/CX3CL1/EVL/PDGFRB/MLST8/CSF3/ACTN2/JUP/RHOBTB2/DSC2/STAU2/STMN1/PKP2/RAC3/LIMA1/CCN2/PXN/EPHA1/RNH1/LPAR1/PLN/PRKD1/ARF6/MTSS1/IQGAP2/CORO1B/CDK5R1/ELN/SSH3/GPR65/MYOC/SWAP70/GMFB/PDE4B/PDGFA/ARFIP2/ASAP3/SLC9A1/SUMO1/PFN2/RHOA/RHOQ/TMSB4X/PAK2/PDGFRA/WASF1/CARMIL1/BST1/SPTB/PDE4D/ARF1/PYCARD/OAZ3/RHOBTB1/EFNA5/ADD3/ACTA2/PTK2B/HCLS1/ROCK1/ACTG1/ARPC5L/CDC42EP3/CELSR1/FSCN1/RND1/CAPZA1/CD47/MET/DLG1/ADORA1/WAS/TACSTD2/ALMS1/CYFIP2/FHOD1/CIT/CYFIP1/CAPZB/ARPC3/HIP1R/GJA5/PRKCD/DMTN/DVL2/RALA/SSH1/ARHGEF18/WASHC5/NCKAP1/TRPM2/CCDC88A/MKKS/WASHC3/ARHGEF5/ARFIP1/SMAD3/PROX1/ARPC2/CDC42EP4/DVL3/BCAS3/TAOK2/CAPZA2/NF2/RHOG/FHOD3/FER/INPPL1/PIK3R2",200
"GO:0022613","BP","GO:0022613","ribonucleoprotein complex biogenesis","237/6139","496/18860",0.477822580645161,1.46794817901413,7.33672901320467,6.99227599423233e-13,2.34388451617188e-10,1.42479729123471e-10,"EXOSC7/SRPK1/WDR12/NPM3/NPM1/SNRPE/MCTS1/BOP1/UTP25/KAT2B/GEMIN6/EIF3B/CELF2/MRTO4/DKC1/IMP4/BYSL/SNRPD2/ZNF593/HEATR1/RPP40/BRIX1/EXOSC4/MRM2/EIF5/TFB2M/WDR3/NOL11/SNRPG/NSUN5/PRMT5/EIF6/SF3B4/SNRPD1/RRS1/PRKDC/SNU13/NAT10/NOP16/PNO1/CLNS1A/RPS5/RUVBL1/PSIP1/NHP2/METTL18/TSR1/DENR/GAR1/POP7/CDKN2A/KHDC4/LSM2/RPLP0/WDR43/EIF3I/SNRPC/PRPF19/NLE1/PAK1IP1/SNRPB/SRSF5/RAN/DDX17/EXOSC5/BUD23/WDR77/NOC2L/AIRIM/DDX56/RIOX2/AATF/CINP/RBM34/LSG1/MTERF3/NOLC1/DROSHA/SNRPA1/ZNHIT6/SRSF9/WDR46/GEMIN2/UTP18/SF3B3/EBNA1BP2/SIRT7/NOL3/EIF1AX/RBM5/GTPBP4/XPO1/WDR74/NCBP1/SDAD1/SRSF1/SETX/NVL/CHD7/TAF9/AK6/ERAL1/DIS3/C1QBP/ISG20L2/AGO4/FBL/GTF3A/GNL2/RRP15/SRPK2/DDX52/USP39/NOP53/NUFIP1/SNRPF/PIN4/XRCC5/AGO2/ZNHIT3/NOL7/UTP14C/NIP7/PWP2/COIL/GLUL/RRP1/PUF60/SNRPD3/RUVBL2/EMG1/ADAR/TFB1M/RPS19/DDX27/HSP90AB1/LSM4/METTL5/NOP14/NUP88/UTP11/NOL6/CUL4B/EIF3M/RRP1B/RPS21/SNRNP200/ABT1/RPL26L1/FTSJ3/TARBP2/EXOSC2/GCFC2/UTP14A/DDX10/DHX9/NOP2/RPL5/EIF3H/EIF5B/SRSF10/DDX18/DIMT1/NOP56/UTP6/URB1/HSP90AA1/RCL1/TRMT61B/RPS7/NMD3/PTGES3/ATR/EIF4A3/FRG1/RPL38/PA2G4/DICER1/TGS1/EIF4B/RBMX2/HTATSF1/EIF2S2/MRM1/PDCD11/EIF3C/EIF3CL/URB2/SHQ1/SF3A1/RCC1L/CELF1/RIOK3/YTHDF2/SNRPB2/PPAN/YJU2/SRSF6/RPS28/RPP38/U2AF2/USP4/DDX23/RPS8/PRPF8/ZRSR2/MPHOSPH10/REXO5/TSR3/PES1/EIF2S3/AFG2B/TRMT112/RPSA/NSUN3/GNL3L/PRPF6/DDX42/WDR55/MRPS2/SRPK3/TMA16/RPL27/ERCC2/FASTKD2/WDR18/SUV39H1/TXNL4A/USP16/FCF1/SCAF11/RRP7A/SMN1/SMN2/GRWD1/EIF3J/POP4",237
"GO:2001252","BP","GO:2001252","positive regulation of chromosome organization","70/6139","105/18860",0.666666666666667,2.04810772655699,7.48151512913097,7.65257734899097e-13,2.43696325678618e-10,1.48137786787309e-10,"TAL1/KLF4/PRKCQ/CCT3/CDK1/FEN1/NEK2/CCT5/CCT6A/DKC1/NCAPG2/BUB1/UCHL5/GNL3/ACTR5/NCAPG/AURKB/NEK7/RUVBL1/YY1/NCAPH/ACTL6A/HNRNPD/MAP3K4/CCT2/NCAPD3/TINF2/DDX11/SLF2/PNKP/NFRKB/CCT4/NVL/KAT5/MAD2L1BP/NABP2/RUVBL2/HNRNPA2B1/RAD50/SMC2/SFPQ/CCT8/SLX1B/SLX1A/SMC4/SKA1/HSP90AA1/CCT7/HNRNPA1/PTGES3/NUMA1/ATR/INO80B/SMC5/MACROH2A1/TPR/NCAPD2/MAPKAPK5/MRE11/MAPK3/RAD21/CDK2/PML/TERF2IP/POT1/ERCC1/MAD1L1/TCP1/MAPK1/RTEL1",70
"GO:0042176","BP","GO:0042176","regulation of protein catabolic process","191/6139","383/18860",0.498694516971279,1.53207014010072,7.30802568585624,1.02797279896744e-12,3.11769464601126e-10,1.89517992711892e-10,"CAV1/WFS1/SNX1/CBFA2T3/PIAS1/NEDD4L/LAMP3/N4BP1/GPC3/IL33/SOX17/CLU/CDC20/TNFSF12/TIMP1/FYN/LDLR/FOXF2/CDH1/TIMP3/CSNK1D/FOXO1/OAZ1/MAD2L1/AURKA/PSMD14/SMAD7/DAB2/NSF/LAPTM4B/CD81/RDX/TMEM132A/CSNK2A1/PINK1/PHB1/C4BPA/SNCA/PSMD3/UCHL5/AZIN1/PSME3/SEC22B/NQO1/SNF8/ITCH/IRAK3/FBXL5/TNFRSF1B/PLK1/PBK/CHEK2/LRP1/PARK7/UBE2K/RAD23B/CEBPA/EPM2A/SMARCC1/PKD1/F8A1/F8A2/F8A3/SERPINE2/PSMF1/MGAT3/GCLC/PSMC4/USP14/MTM1/DTL/MYLIP/MSN/SF3B3/MYCBP2/PLK3/APC/ADAM8/XPO1/IDE/FAF1/PSMD2/ALAD/EEF1A2/SUMO2/TNFAIP3/TAF9/RNFT2/TSPAN5/TRIM39/TMX1/RGP1/CSNK2B/BARD1/CDK5RAP3/SNX3/DESI1/CTSA/NOP53/VIP/PSMD10/RYBP/PRKACA/TRIB3/HGS/PSMC1/SOX9/EGLN2/DDB1/PSME2/HSPBP1/SUMO1/PSMC2/XBP1/HSP90AB1/NRDC/PSMD1/CUL4B/RAB7A/USP7/PSME3IP1/EIF3H/UBB/SGSM3/HSP90AA1/NFE2L2/OAZ3/TLK2/DDA1/PIN1/PSMC5/CSNK1A1/ZER1/HFE/PSMC6/ATP13A2/ROCK1/PAQR3/NEDD4/DCAF1/HSPA1B/HSPA1A/AXIN1/RNF128/PTPN3/FBXO2/LRIG2/NUPR1/GBA1/HMGCR/EEF1A1/OAZ2/CST3/MDM2/MARCHF2/GABARAPL2/IL1B/ELOB/MAPK3/NELL1/USP25/CDK2/GLMN/TMF1/PPP2R3A/C4BPB/GSK3A/SORL1/CYP51A1/DEDD/TIPARP/SMAD3/FBXO38/RNF41/VPS28/IER3/ANXA2/PSEN1/BBS7/CSNK2A2/WNT5A/BCAP31/EGFR/CSNK1E/TIMP2/NDUFA13/HAMP/PACSIN3/FZR1/TRIB2/OGT",191
"GO:0001503","BP","GO:0001503","ossification","220/6139","455/18860",0.483516483516484,1.48544076871166,7.28151175404637,1.08570750308568e-12,3.13610497320661e-10,1.90637117145613e-10,"CLEC3B/SPP1/S1PR1/GPM6B/CAT/TMT1A/PTPRB/CHRDL1/KL/ADRB2/ZBTB16/MDK/ID4/GREM1/SMAD6/GDF10/FERMT2/CRIM1/GPC3/FGR/H3-3B/FGFR2/NOTCH1/HERC1/FGF2/COL1A1/FHL2/IGFBP3/RASSF2/COL13A1/TFAP2A/MIR21/PTCH1/ZHX3/COL1A2/RXRA/LGR4/HNRNPC/JUND/ID3/WWTR1/DCHS1/ID2/SMAD7/RIOX1/HSD17B4/ALOX5/BMP2/CEBPD/PTN/IARS1/THRA/PRMT3/PHB1/ILK/VCAN/DDR2/PPARG/NPR2/HSPE1/BMP6/CLTC/IL6ST/PTH1R/SND1/FGF18/TMCO1/ID1/CCN4/PBX1/SYNCRIP/HGF/COMP/LIMD1/KLF10/IL6R/GABBR1/BPNT2/MRC2/HIF1A/MMP14/CEBPA/SUCO/BMP5/EGR2/CYP27B1/MMP13/ZBTB40/CTNNBIP1/JAG1/NF1/MEF2C/ADGRG6/SIRT7/RUNX1/TWIST1/FBXO5/GTPBP4/SLC24A3/P3H1/BMP1/TNC/PENK/PAM16/EXT2/CCN2/MEN1/VDR/HNRNPU/FBL/PRKD1/MGP/ALPL/CSGALNACT1/NIPBL/PRKACA/BMPR2/MSX2/MYOC/SOX9/LEF1/GALNT3/RRBP1/CYP24A1/CBFB/ADAR/PSMC2/IPO7/TUFT1/MINPP1/IL6/RUNX3/FSTL3/TOB2/VEGFA/VEGFC/RHOA/IGFBP2/SNRNP200/SRGN/DHX9/ACVR2B/WNT3/CCN1/PTEN/LOX/FGF9/TNFSF11/FBXL15/SP3/ISG15/ACVR1B/HIRA/ACHE/PTK2B/RPL38/FGFR3/DKK1/SMAD5/ZMPSTE24/MAPK14/LRP4/RBMX/CREB3L1/SOX2/ECM1/NBR1/SOX11/MAPK11/TNFAIP6/BMP8A/SIX2/MAPK3/NELL1/CCR1/JUNB/ATP2B1/TRAF6/SBNO2/ASF1A/RSL1D1/HDAC7/CCN3/SHOX2/PTHLH/ACVR1/IGFBP5/TWSG1/SUN1/RXRB/MN1/CHSY1/PDLIM7/CBS/LOC102724560/WNT11/SMAD3/TMEM38B/IFITM1/BCL2/ERCC2/KREMEN2/SETD2/EIF2AK3/BMPR1A/WNT5A/CEBPB/DDX5/FASN/EGFR/OSTF1/SUV39H1/MAP2K6/CLEC11A/CLEC5A/MAPK1/WNT7B/CCDC47/INPPL1/SNX10",220
"GO:0043491","BP","GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction","179/6139","354/18860",0.505649717514124,1.55343764005805,7.30233185339351,1.13252338489169e-12,3.13610497320661e-10,1.90637117145613e-10,"TEK/PECAM1/CAT/RGCC/SEMA5A/SESN1/RAMP3/TMEM100/PIP5K1B/ENG/ANGPT1/KLF4/GAB2/SELP/GAS6/FERMT2/TPBG/PIK3R1/IL33/RRAS/FGR/CEP55/HBEGF/HYAL2/SH2B3/RAPGEF3/FYN/FGF2/GPER1/PDE3B/MIR21/NTRK3/PDGFB/PTPN1/FLT1/DCN/PIK3C2B/PIK3IP1/DDR1/F2RL1/INPP5K/NTRK2/PROS1/CEACAM1/PINK1/PHB1/EDN1/ILK/RELN/CAVIN3/DDR2/GAB1/GDF15/HGF/PRR5/PPP1R16B/MYDGF/CX3CR1/PIK3C2A/NOX4/PARK7/PDCD6/JAK2/ERBB2/STAMBP/PIP5K1A/SPECC1L/SERPINE2/ERBB4/MST1R/CD2AP/RPS6KB1/CHI3L1/TCF7L2/HAX1/AXL/ARFGEF1/PLEKHA1/PIP5K1C/MTM1/NF1/FGFR1/CX3CL1/FAM3C/PLK3/AIM2/SIRT7/PDGFRB/MLST8/TWIST1/CSF3/ADAM8/SEMA3E/FPR2/HPSE/RCN3/PTPN13/EGF/ARRB2/C1QBP/PRKD1/SRPK2/PRKCA/NOP53/RTN4/COL6A3/CD19/MAGI2/MYOC/IL1R1/PTPN6/MAZ/DDB1/PDGFA/ERBB3/XBP1/VEGFA/NHERF1/PIK3R3/SPRY2/PPARD/COL6A2/PDGFRA/TXN/C1orf54/MMP3/LIME1/IRS2/PTEN/HIP1/LOX/TNFSF11/EFNA5/CCL19/BECN1/C1QTNF1/PTK2B/HCLS1/FGFR3/CIB1/NEDD4/ADTRP/AGT/DLG1/MTDH/PPARA/GATA3/SFRP5/KIT/IL1B/IRS1/CASS4/FN1/ADAM17/PDGFC/THBS1/MUL1/IGFBP5/LTK/CCDC88A/PRR5L/RNF41/MKRN2/KDR/ZFP36L1/PIK3CD/WNT5A/UBE3A/EGFR/KBTBD2/STAT3/CCL5/PPP2R1A/RUBCN/FER/INPP5E/INPPL1/SRC/PIK3R2",179
